year,month,pc1_hf,STOXX50_hf,MP_pm,CBI_pm,MP_median,CBI_median
2009,11,-0.01564801,0.807551135358597,-0.01564801,-0,-0.03362904,0.01798103
2009,12,-0.04028144,0.314817376122178,-0.04028144,-0,-0.03020061,-0.01008083
2010,1,-0.01163297,-0.181830713177078,-0,-0.01163297,-6.14e-06,-0.01162683
2010,2,-0.00499753,-0.957506306342903,-0,-0.00499753,0.02809804,-0.03309557
2010,3,-0.01272101,0.307755207621874,-0.01272101,-0,-0.01619472,0.00347371
2010,4,0.00437178,-0.10028072619539,0.00437178,0,0.00539033,-0.00101855
2010,5,0.00827933,-0.692771714286966,0.00827933,0,0.02627696,-0.01799763
2010,6,-0.00347028,0.687814364196093,-0.00347028,-0,-0.02371403,0.02024375
2010,7,0.04731421,0.576790905550251,0,0.04731421,0.00522594,0.04208827
2010,8,-0.01005624,-0.601873012236265,-0,-0.01005624,0.01420454,-0.02426078
2010,9,-0.01346843,-0.118663756991477,-0,-0.01346843,-0.00294235,-0.01052608
2010,10,-0.00116462,0.0691707954803,-0.00116462,-0,-0.00279264,0.00162802
2010,11,-0.00818854,-0.124715076894244,-0,-0.00818854,-0.00010904,-0.0080795
2010,12,-0.02804828,-0.287375382852861,-0,-0.02804828,-0.00484115,-0.02320713
2011,1,0.03585037,-0.0161646733454646,0.03585037,0,0.01844172,0.01740865
2011,2,-0.03892589,0.158118655338946,-0.03892589,-0,-0.02451558,-0.01441031
2011,3,0.13050545,-0.157459333306953,0.13050545,0,0.07028429,0.06022116
2011,4,0.01699045,0.342264608402143,0,0.01699045,-0.00244173,0.01943218
2011,5,-0.1046358,0.226453328699172,-0.1046358,-0,-0.05955414,-0.04508166
2011,6,-0.01749363,0.206542270286469,-0.01749363,-0,-0.01534681,-0.00214682
2011,7,0.01415269,0.645466470627998,0,0.01415269,-0.01354933,0.02770202
2011,8,-0.16380186,-1.19662957846849,-0,-0.16380186,-0.04366301,-0.12013885
2011,9,0.00206557,-0.345565513869506,0.00206557,0,0.01207522,-0.01000965
2011,10,0.1565095,-0.874495698297029,0.1565095,0,0.10619898,0.05031052
2011,11,-0.13311595,0.167902536674891,-0.13311595,-0,-0.07192325,-0.0611927
2011,12,-0.00599055,-1.14186082996621,-0,-0.00599055,0.03349252,-0.03948307
2012,1,-0.00210393,-0.855914502238875,-0,-0.00210393,0.02629851,-0.02840244
2012,2,0.00102029,0.464658734617274,0,0.00102029,-0.01433788,0.01535817
2012,3,-0.00147575,-0.23682095091635,-0,-0.00147575,0.00682966,-0.00830541
2012,4,0.00076793,-0.201766452683749,0.00076793,0,0.00683135,-0.00606342
2012,5,0.01514238,-1.05730906443915,0.01514238,0,0.04135716,-0.02621478
2012,6,0.02711535,-0.620527275185268,0.02711535,0,0.03338643,-0.00627108
2012,7,-0.11405272,-1.55924455878518,-0,-0.11405272,-0.0072012,-0.10685152
2012,8,0.03011699,-2.76954372443159,0.03011699,0,0.10355838,-0.07344139
2012,9,0.00380316,1.15497068951793,0,0.00380316,-0.03500514,0.0388083
2012,10,0.00457766,-0.0971934466925006,0.00457766,0,0.00539462,-0.00081696
2012,11,0.01265536,-0.0376311590433609,0.01265536,0,0.00753017,0.00512519
2012,12,-0.00859967,-0.0176918314198637,-0,-0.00859967,-0.0037345,-0.00486517
2013,1,0.01490276,0.332287413595012,0,0.01490276,-0.00316676,0.01806952
2013,2,-0.01616344,-0.049772888481936,-0,-0.01616344,-0.00649124,-0.0096722
2013,3,0.01303035,-0.0606149648268328,0.01303035,0,0.00845211,0.00457824
2013,4,-0.00230515,-0.826106968306117,-0,-0.00230515,0.02524541,-0.02755056
2013,5,-0.01073778,0.00368932898524577,-0.01073778,-0,-0.00548678,-0.005251
2013,6,0.01708378,-0.740490336627264,0.01708378,0,0.03220402,-0.01512024
2013,7,-0.01851947,1.60533889301364,-0.01851947,-0,-0.06055783,0.04203836
2013,8,0.00845325,0.222118586710174,0,0.00845325,-0.0028711,0.01132435
2013,9,-0.00499894,0.119633884026715,-0.00499894,-0,-0.00632233,0.00132339
2013,10,0.00068124,-0.201354070967952,0.00068124,0,0.00677482,-0.00609358
2013,11,-0.01191752,0.922527796492822,-0.01191752,-0,-0.03543784,0.02352032
2013,12,0.01366593,-0.346216518112818,0.01366593,0,0.0178962,-0.00423027
2014,1,-0.00764742,-0.351263273130797,-0,-0.00764742,0.0074008,-0.01504822
2014,2,0.04025058,0.0241025161514585,0,0.04025058,0.0193551,0.02089548
2014,3,0.04250661,-0.320062253482334,0.04250661,0,0.03148079,0.01102582
2014,4,0.0229283,0.794019096892917,0,0.0229283,-0.01390848,0.03683678
2014,5,0.00478399,0.240326960179971,0,0.00478399,-0.00528758,0.01007157
2014,6,-0.02427725,0.758521647014021,-0.02427725,-0,-0.03637694,0.01209969
2014,7,-0.00491071,0.481366345706569,-0.00491071,-0,-0.01783726,0.01292655
2014,8,0.00258085,0.0183792157843143,0,0.00258085,0.00070312,0.00187773
2014,9,-0.06490824,0.994292288364384,-0.06490824,-0,-0.06422641,-0.00068183
2014,10,0.0052277,-1.6111924196748,0.0052277,0,0.05409899,-0.04887129
2014,11,0.00267233,1.19355647700861,0,0.00267233,-0.03680355,0.03947588
2014,12,0.00763184,-1.63189595075242,0.00763184,0,0.05596263,-0.04833079
2015,1,-0.00748876,0.484450069633269,-0.00748876,-0,-0.01922483,0.01173607
2015,2,0,0,0,0,0,0
2015,3,-0.00350029,-0.0658903807275735,-0,-0.00350029,0.00035536,-0.00385565
2015,4,0.00668508,0.149348759673984,0,0.00668508,-0.00142985,0.00811493
2015,5,0,0,0,0,0,0
2015,6,-0.00274498,-0.319661970526575,-0,-0.00274498,0.00884221,-0.01158719
2015,7,0.00062375,0.0554046727915036,0,0.00062375,-0.00145856,0.00208231
2015,8,0,0,0,0,0,0
2015,9,-0.00182346,0.963531198367384,-0.00182346,-0,-0.03170106,0.0298776
2015,10,-0.02087993,2.00693573812121,-0.02087993,-0,-0.07457095,0.05369102
2015,11,0,0,0,0,0,0
2015,12,0.09744711,-3.64585351797242,0.09744711,0,0.16522564,-0.06777853
2016,1,-0.02145472,0.400713909185058,-0.02145472,-0,-0.02353204,0.00207732
2016,2,0,0,0,0,0,0
2016,3,0.04991299,0.688633760156954,0,0.04991299,0.00295142,0.04696157
2016,4,0.00160388,-0.248670697023989,0.00160388,0,0.00874813,-0.00714425
2016,5,0,0,0,0,0,0
2016,6,-0.00052967,-0.451695280376896,-0,-0.00052967,0.01416894,-0.01469861
2016,7,0.02557551,0.268560697187237,0,0.02557551,0.00420598,0.02136953
2016,8,0,0,0,0,0,0
2016,9,0.01340886,-0.706778671544051,0.01340886,0,0.02928932,-0.01588046
2016,10,-0.00054757,0.098839863016309,-0.00054757,-0,-0.00343218,0.00288461
2016,11,0,0,0,0,0,0
2016,12,0.00124976,0.761089152288008,0,0.00124976,-0.02369548,0.02494524
2017,1,-0.00011557,0.353983744241937,-0.00011557,-0,-0.01136922,0.01125365
2017,2,0,0,0,0,0,0
2017,3,0.00090561,0.392688205950087,0,0.00090561,-0.01209542,0.01300103
2017,4,-0.00279541,0.0252352487292384,-0.00279541,-0,-0.00220409,-0.00059132
2017,5,0,0,0,0,0,0
2017,6,-0.00149643,-0.169991000363723,-0,-0.00149643,0.00468379,-0.00618022
2017,7,-0.0113211,0.0560513035871679,-0.0113211,-0,-0.00745165,-0.00386945
2017,8,0,0,0,0,0,0
2017,9,0.00108011,0.0566490534406938,0,0.00108011,-0.00127015,0.00235026
